certification_no,plan_date,insurer,plan_name,plan_level_raw,geographical_coverage,geo_tier,ward_restriction,ward_tier,provider_restriction,has_deductible,deductible_amount,coinsurance_pct,cost_tier,lifetime_benefit_limit,lifetime_tier,annual_benefit_limit,room_board_per_day,misc_charges_limit,surgeon_complex_limit,psychiatric_limit,no_sublimits,schedule_tier,overall_tier,fields_missing,scrape_status,source_url
F00027-06-000-03,1 April 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Flexi Plan,Ward (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,76923,,2308,,5128,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00027/F00027-06-000-03-PlanDoc-e.pdf
F00027-06-001-03,1 April 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Flexi Plan,Ward with Top-up benefit (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,76923,,2308,,5128,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00027/F00027-06-001-03-PlanDoc-e.pdf
F00027-07-000-03,1 April 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Flexi Plan,Semi-Private (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,102564,,3333,,7692,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00027/F00027-07-000-03-PlanDoc-e.pdf
F00027-07-001-03,1 April 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Flexi Plan,Semi-Private with Top-up benefit (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,102564,,3333,,7692,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00027/F00027-07-001-03-PlanDoc-e.pdf
F00027-08-000-03,1 April 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Flexi Plan,Private (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,128205,,4487,,11538,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00027/F00027-08-000-03-PlanDoc-e.pdf
F00027-08-001-03,1 April 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Flexi Plan,Private with Top-up benefit (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,128205,,4487,,11538,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00027/F00027-08-001-03-PlanDoc-e.pdf
F00075-01-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,HKD0 Deductible (Asia),Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-01-000-01-PlanDoc-e.pdf
F00075-02-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD25,000 Deductible (Asia)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-02-000-01-PlanDoc-e.pdf
F00075-03-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD50,000 Deductible (Asia)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-03-000-01-PlanDoc-e.pdf
F00075-04-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD100,000 Deductible (Asia)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-04-000-01-PlanDoc-e.pdf
F00075-05-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD150,000 Deductible (Asia)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-05-000-01-PlanDoc-e.pdf
F00075-06-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,HKD0 Deductible (Worldwide excluding USA),Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-06-000-01-PlanDoc-e.pdf
F00075-07-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD25,000 Deductible (Worldwide excluding USA)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-07-000-01-PlanDoc-e.pdf
F00075-08-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD50,000 Deductible (Worldwide excluding USA)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-08-000-01-PlanDoc-e.pdf
F00075-09-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD100,000 Deductible (Worldwide excluding USA)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-09-000-01-PlanDoc-e.pdf
F00075-10-000-01,16 April 2024,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Prime Plan,"HKD150,000 Deductible (Worldwide excluding USA)",Hong Kong/Macau,tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,Capped (see doc),tier2,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00075/F00075-10-000-01-PlanDoc-e.pdf
F00082-01-000-01,16 December 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Superb Plan,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00082/F00082-01-000-01-PlanDoc-e.pdf
F00082-02-000-01,16 December 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Superb Plan,"HKD25,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00082/F00082-02-000-01-PlanDoc-e.pdf
F00082-03-000-01,16 December 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Superb Plan,"HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00082/F00082-03-000-01-PlanDoc-e.pdf
F00082-04-000-01,16 December 2025,Chubb Life Insurance Hong Kong Limited,Chubb VHIS - Superb Plan,"HKD100,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,420000,750,14000,,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00082/F00082-04-000-01-PlanDoc-e.pdf
F00055-01-000-02,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (SMM),Flexi Plan SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,570000,1200,14000,70000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00055/F00055-01-000-02-PlanDoc-e.pdf
F00056-01-000-03,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),Semi-Private Room - HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-01-000-03-PlanDoc-e.pdf
F00056-02-000-03,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD15,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-02-000-03-PlanDoc-e.pdf
F00056-03-000-03,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD25,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-03-000-03-PlanDoc-e.pdf
F00056-04-000-03,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-04-000-03-PlanDoc-e.pdf
F00056-05-000-03,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD75,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-05-000-03-PlanDoc-e.pdf
F00056-06-000-02,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),Standard Ward - HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-06-000-02-PlanDoc-e.pdf
F00056-07-000-02,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),"Standard Ward - HKD15,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-07-000-02-PlanDoc-e.pdf
F00056-08-000-02,1 November 2022,Chubb Life Insurance Hong Kong Limited,VHIS Series - Flexi Plan (Superior),"Standard Ward - HKD25,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00056/F00056-08-000-02-PlanDoc-e.pdf
F00012-01-000-03,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (SMM),Flexi Plan SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,1000000,1200,14000,70000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00012/F00012-01-000-03-PlanDoc-e.pdf
F00016-01-000-06,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),Semi-Private Room - HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-01-000-06-PlanDoc-e.pdf
F00016-02-000-06,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD15,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-02-000-06-PlanDoc-e.pdf
F00016-03-000-06,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD25,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-03-000-06-PlanDoc-e.pdf
F00016-04-000-06,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-04-000-06-PlanDoc-e.pdf
F00016-05-000-05,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),"Semi-Private Room - HKD75,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-05-000-05-PlanDoc-e.pdf
F00016-06-000-04,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),Standard Ward - HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-06-000-04-PlanDoc-e.pdf
F00016-07-000-04,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),"Standard Ward - HKD15,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-07-000-04-PlanDoc-e.pdf
F00016-08-000-04,1 July 2026,CIGNA Worldwide General Insurance Company Limited,Cigna VHIS Series - Flexi Plan (Superior),"Standard Ward - HKD25,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,30,tier1,None,tier1,,750,14000,50000,30000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00016/F00016-08-000-04-PlanDoc-e.pdf
F00069-01-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vBooster Medical Plan,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,8000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00069/F00069-01-000-02-PlanDoc-e.pdf
F00069-02-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vBooster Medical Plan,"HKD16,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,8000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00069/F00069-02-000-02-PlanDoc-e.pdf
F00069-03-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vBooster Medical Plan,"HKD25,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,8000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00069/F00069-03-000-02-PlanDoc-e.pdf
F00069-04-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vBooster Medical Plan,"HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,8000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00069/F00069-04-000-02-PlanDoc-e.pdf
F00069-05-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vBooster Medical Plan,"HKD100,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,8000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00069/F00069-05-000-02-PlanDoc-e.pdf
F00069-06-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vBooster Medical Plan,"HKD180,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,8000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00069/F00069-06-000-02-PlanDoc-e.pdf
F00051-01-000-03,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vCANsurance Medical Plan,Standard,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00051/F00051-01-000-03-PlanDoc-e.pdf
F00051-02-000-03,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vCANsurance Medical Plan,Superior,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00051/F00051-02-000-03-PlanDoc-e.pdf
F00015-01-000-03,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vCare Medical Plan,vCare Medical Plan,Worldwide,tier1,No restriction,tier1,No restriction,N,0,30,tier1,None,tier1,520000,,14500,,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00015/F00015-01-000-03-PlanDoc-e.pdf
F00032-01-000-05,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vCare Supreme Medical Plan,vCare Supreme Medical Plan,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,16000,,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00032/F00032-01-000-05-PlanDoc-e.pdf
F00072-01-000-01,4 March 2024,FWD Life Insurance Company (Bermuda) Limited,vFamily Medical Plan ,Standard,Worldwide,tier1,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00072/F00072-01-000-01-PlanDoc-e.pdf
F00045-01-000-05,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Medical Plan,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00045/F00045-01-000-05-PlanDoc-e.pdf
F00045-02-000-05,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Medical Plan,"HKD16,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00045/F00045-02-000-05-PlanDoc-e.pdf
F00045-03-000-05,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Medical Plan,"HKD25,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00045/F00045-03-000-05-PlanDoc-e.pdf
F00045-04-000-05,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Medical Plan,"HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00045/F00045-04-000-05-PlanDoc-e.pdf
F00045-05-000-03,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Medical Plan,"HKD100,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00045/F00045-05-000-03-PlanDoc-e.pdf
F00045-06-000-03,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Medical Plan,"HKD250,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00045/F00045-06-000-03-PlanDoc-e.pdf
F00070-01-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,Standard (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-01-000-02-PlanDoc-e.pdf
F00070-02-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Standard (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-02-000-02-PlanDoc-e.pdf
F00070-03-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Standard (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-03-000-02-PlanDoc-e.pdf
F00070-04-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Standard (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-04-000-02-PlanDoc-e.pdf
F00070-05-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Standard (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-05-000-02-PlanDoc-e.pdf
F00070-06-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Standard (HKD250,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-06-000-02-PlanDoc-e.pdf
F00070-07-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,Superior (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-07-000-02-PlanDoc-e.pdf
F00070-08-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Superior (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-08-000-02-PlanDoc-e.pdf
F00070-09-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Superior (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-09-000-02-PlanDoc-e.pdf
F00070-10-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Superior (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-10-000-02-PlanDoc-e.pdf
F00070-11-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Superior (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-11-000-02-PlanDoc-e.pdf
F00070-12-000-02,2 February 2026,FWD Life Insurance Company (Bermuda) Limited,vPrime Signature Medical Plan,"Superior (HKD250,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00070/F00070-12-000-02-PlanDoc-e.pdf
F00067-01-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,Standard (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-01-000-02-PlanDoc-e.pdf
F00067-02-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-02-000-02-PlanDoc-e.pdf
F00067-03-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard (HKD40,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-03-000-02-PlanDoc-e.pdf
F00067-04-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard (HKD80,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-04-000-02-PlanDoc-e.pdf
