certification_no,plan_date,insurer,plan_name,plan_level_raw,geographical_coverage,geo_tier,ward_restriction,ward_tier,provider_restriction,has_deductible,deductible_amount,coinsurance_pct,cost_tier,lifetime_benefit_limit,lifetime_tier,annual_benefit_limit,room_board_per_day,misc_charges_limit,surgeon_complex_limit,psychiatric_limit,no_sublimits,schedule_tier,overall_tier,fields_missing,scrape_status,source_url
F00067-05-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard (HKD120,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-05-000-02-PlanDoc-e.pdf
F00067-06-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard (HKD250,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-06-000-02-PlanDoc-e.pdf
F00067-07-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,Standard Plus (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-07-000-02-PlanDoc-e.pdf
F00067-08-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard Plus (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-08-000-02-PlanDoc-e.pdf
F00067-09-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard Plus (HKD40,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-09-000-02-PlanDoc-e.pdf
F00067-10-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard Plus (HKD80,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-10-000-02-PlanDoc-e.pdf
F00067-11-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard Plus (HKD120,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-11-000-02-PlanDoc-e.pdf
F00067-12-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Standard Plus (HKD250,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-12-000-02-PlanDoc-e.pdf
F00067-13-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,Superior (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-13-000-02-PlanDoc-e.pdf
F00067-14-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Superior (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-14-000-02-PlanDoc-e.pdf
F00067-15-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Superior (HKD40,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-15-000-02-PlanDoc-e.pdf
F00067-16-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Superior (HKD80,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-16-000-02-PlanDoc-e.pdf
F00067-17-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Superior (HKD120,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-17-000-02-PlanDoc-e.pdf
F00067-18-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Superior (HKD250,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-18-000-02-PlanDoc-e.pdf
F00067-19-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,Premier (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,20000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-19-000-02-PlanDoc-e.pdf
F00067-20-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Premier (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,20000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-20-000-02-PlanDoc-e.pdf
F00067-21-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Premier (HKD40,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,20000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-21-000-02-PlanDoc-e.pdf
F00067-22-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Premier (HKD80,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,20000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-22-000-02-PlanDoc-e.pdf
F00067-23-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Premier (HKD120,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,20000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-23-000-02-PlanDoc-e.pdf
F00067-24-000-02,2 June 2025,FWD Life Insurance Company (Bermuda) Limited,vTheOne Medical Plan ,"Premier (HKD250,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,None,tier1,20000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00067/F00067-24-000-02-PlanDoc-e.pdf
F00039-01-000-02,29 September 2025,Hong Kong Life Insurance Limited,Health Supreme Medical Plan,Plan I,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,550000,750,14000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00039/F00039-01-000-02-PlanDoc-e.pdf
F00039-01-001-02,29 September 2025,Hong Kong Life Insurance Limited,Health Supreme Medical Plan,Plan I with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,15,tier1,None,tier1,,750,,,,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00039/F00039-01-001-02-PlanDoc-e.pdf
F00039-02-000-02,29 September 2025,Hong Kong Life Insurance Limited,Health Supreme Medical Plan,Plan II,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,850000,2000,22000,80000,35000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00039/F00039-02-000-02-PlanDoc-e.pdf
F00039-02-001-02,29 September 2025,Hong Kong Life Insurance Limited,Health Supreme Medical Plan,Plan II with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,15,tier1,None,tier1,,2000,,,,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00039/F00039-02-001-02-PlanDoc-e.pdf
F00039-03-000-02,29 September 2025,Hong Kong Life Insurance Limited,Health Supreme Medical Plan,Plan III,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,1200000,4000,35000,120000,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00039/F00039-03-000-02-PlanDoc-e.pdf
F00039-03-001-02,29 September 2025,Hong Kong Life Insurance Limited,Health Supreme Medical Plan,Plan III with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,15,tier1,None,tier1,,4000,,,,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00039/F00039-03-001-02-PlanDoc-e.pdf
F00049-01-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,Bronze level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-01-000-03-PlanDoc-e.pdf
F00049-02-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Bronze level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-02-000-03-PlanDoc-e.pdf
F00049-03-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Bronze level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-03-000-03-PlanDoc-e.pdf
F00049-04-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Bronze level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-04-000-03-PlanDoc-e.pdf
F00049-05-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,Silver level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-05-000-03-PlanDoc-e.pdf
F00049-06-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Silver level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-06-000-03-PlanDoc-e.pdf
F00049-07-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Silver level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-07-000-03-PlanDoc-e.pdf
F00049-08-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Silver level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-08-000-03-PlanDoc-e.pdf
F00049-09-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,Gold level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-09-000-03-PlanDoc-e.pdf
F00049-10-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Gold level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-10-000-03-PlanDoc-e.pdf
F00049-11-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Gold level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-11-000-03-PlanDoc-e.pdf
F00049-12-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Gold level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-12-000-03-PlanDoc-e.pdf
F00049-13-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,Diamond level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,40000000,,,,50000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-13-000-03-PlanDoc-e.pdf
F00049-14-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Diamond level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,40000000,,,,50000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-14-000-03-PlanDoc-e.pdf
F00049-15-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Diamond level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,40000000,,,,50000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-15-000-03-PlanDoc-e.pdf
F00049-16-000-03,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Diamond level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,40000000,,,,50000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-16-000-03-PlanDoc-e.pdf
F00049-17-000-01,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,Platinum level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-17-000-01-PlanDoc-e.pdf
F00049-18-000-01,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Platinum level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-18-000-01-PlanDoc-e.pdf
F00049-19-000-01,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Platinum level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-19-000-01-PlanDoc-e.pdf
F00049-20-000-01,16 April 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance Flexi Plan,"Platinum level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00049/F00049-20-000-01-PlanDoc-e.pdf
F00079-01-000-01,23 June 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance One Plan ,One Plan,Worldwide,tier1,No restriction,tier1,No restriction,,,30,tier3,None,tier1,,1000,14000,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00079/F00079-01-000-01-PlanDoc-e.pdf
F00079-01-001-01,23 June 2025,HSBC Life (International) Limited,HSBC Voluntary Health Insurance One Plan ,One Plan with SMM,Worldwide,tier1,No restriction,tier1,No restriction,,,30,tier3,None,tier1,,1000,14000,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00079/F00079-01-001-01-PlanDoc-e.pdf
F00076-01-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,Bronze level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-01-000-02-PlanDoc-e.pdf
F00076-02-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Bronze level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-02-000-02-PlanDoc-e.pdf
F00076-03-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Bronze level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-03-000-02-PlanDoc-e.pdf
F00076-04-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Bronze level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,5000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-04-000-02-PlanDoc-e.pdf
F00076-05-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,Silver level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-05-000-02-PlanDoc-e.pdf
F00076-06-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Silver level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-06-000-02-PlanDoc-e.pdf
F00076-07-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Silver level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-07-000-02-PlanDoc-e.pdf
F00076-08-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Silver level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,25000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-08-000-02-PlanDoc-e.pdf
F00076-09-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,Gold level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-09-000-02-PlanDoc-e.pdf
F00076-10-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Gold level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-10-000-02-PlanDoc-e.pdf
F00076-11-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Gold level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-11-000-02-PlanDoc-e.pdf
F00076-12-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Gold level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,30000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-12-000-02-PlanDoc-e.pdf
